train_step,loss
1,0.08600307255983353
2,0.09922865033149719
3,0.08081810921430588
4,0.09838875383138657
5,0.0922481045126915
6,0.09762636572122574
7,0.09458048641681671
8,0.08416852355003357
9,0.08276601880788803
10,0.06701040267944336
11,0.07812776416540146
12,0.06461727619171143
13,0.09367486089468002
14,0.07196094840765
15,0.07164422422647476
16,0.07457264512777328
17,0.06950180977582932
18,0.05968397855758667
19,0.07968570291996002
20,0.05467259883880615
21,0.057512011379003525
22,0.06114577129483223
23,0.0626937672495842
24,0.05847512558102608
25,0.05650575831532478
26,0.056173551827669144
27,0.06990412622690201
28,0.08367925137281418
29,0.04834228754043579
30,0.0461987741291523
31,0.06090831756591797
32,0.0574163980782032
33,0.056197550147771835
34,0.058799635618925095
35,0.07692071795463562
36,0.06153301149606705
37,0.07419375330209732
38,0.05421501025557518
39,0.057468343526124954
40,0.05966581776738167
41,0.054419100284576416
42,0.05838039144873619
43,0.03962963446974754
44,0.06701503694057465
45,0.05436303839087486
46,0.06407851725816727
47,0.045369118452072144
48,0.05084877833724022
49,0.045357845723629
50,0.05450785905122757
51,0.05191972479224205
52,0.042866021394729614
53,0.034824736416339874
54,0.0503491535782814
55,0.04368017613887787
56,0.04422084242105484
57,0.050516922026872635
58,0.0452558659017086
59,0.05137253925204277
60,0.043380219489336014
61,0.046219903975725174
62,0.04224012419581413
63,0.044425494968891144
64,0.04178217798471451
65,0.046683698892593384
66,0.04780734330415726
67,0.04062950611114502
68,0.053769197314977646
69,0.04989522695541382
70,0.044364456087350845
71,0.04581662639975548
72,0.039364319294691086
73,0.041767653077840805
74,0.043323662132024765
75,0.033894091844558716
76,0.045734286308288574
77,0.044575925916433334
78,0.04942461475729942
79,0.04503796249628067
80,0.0425601601600647
81,0.050666142255067825
82,0.035743750631809235
83,0.03948773816227913
84,0.03806081786751747
85,0.047548212110996246
86,0.03602346032857895
87,0.04366416856646538
88,0.040954817086458206
89,0.042088571935892105
90,0.038119833916425705
91,0.040052931755781174
92,0.03772575780749321
93,0.04620061069726944
94,0.0413079708814621
95,0.04480356723070145
96,0.0376439169049263
97,0.03263485059142113
98,0.03639129921793938
99,0.03225968778133392
100,0.03403608873486519
101,0.03346521779894829
102,0.03348730131983757
103,0.03936786204576492
104,0.035108499228954315
105,0.03179877623915672
106,0.03310896083712578
107,0.03675170615315437
108,0.03136506304144859
109,0.03787687420845032
110,0.037277404218912125
111,0.03663099929690361
112,0.034907449036836624
113,0.04315362498164177
114,0.03295693174004555
115,0.032035257667303085
116,0.03580401465296745
117,0.03643752634525299
118,0.030082235112786293
119,0.02577241137623787
120,0.027446066960692406
121,0.03467720001935959
122,0.03203601762652397
123,0.03376350551843643
124,0.03580270707607269
125,0.03466285392642021
126,0.037908490747213364
127,0.031328730285167694
128,0.034854706376791
129,0.027123233303427696
130,0.03249984607100487
131,0.03151450678706169
132,0.029271865263581276
133,0.03360224515199661
134,0.027964293956756592
135,0.026392266154289246
136,0.035981010645627975
137,0.030928442254662514
138,0.030005047097802162
139,0.029201393947005272
140,0.031274665147066116
141,0.03691863641142845
142,0.029832584783434868
143,0.021608581766486168
144,0.028230493888258934
145,0.036915138363838196
146,0.043201155960559845
147,0.0314079113304615
148,0.03324044495820999
149,0.03256488963961601
150,0.027402257546782494
151,0.03243854641914368
152,0.030757367610931396
153,0.038304880261421204
154,0.031017646193504333
155,0.03190433979034424
156,0.03042694367468357
157,0.03884841129183769
158,0.02941463701426983
159,0.02943923883140087
160,0.028205523267388344
161,0.03134070709347725
162,0.031092768535017967
163,0.025031745433807373
164,0.03237603232264519
165,0.03186172991991043
166,0.03099573217332363
167,0.021305890753865242
168,0.03125636652112007
169,0.028709841892123222
170,0.029877042397856712
171,0.033969614654779434
172,0.03229617327451706
173,0.02402435801923275
174,0.02881789579987526
175,0.02588825300335884
176,0.03361143544316292
177,0.02862377278506756
178,0.02553587593138218
179,0.027479663491249084
180,0.033902090042829514
181,0.032462190836668015
182,0.029811501502990723
183,0.023265723139047623
184,0.02448578178882599
185,0.026213055476546288
186,0.02503068558871746
187,0.026555856689810753
188,0.027605241164565086
189,0.02705329656600952
190,0.022130949422717094
191,0.0277575496584177
192,0.02219427563250065
193,0.03176140412688255
194,0.020785605534911156
195,0.026800397783517838
196,0.02036532573401928
197,0.026344556361436844
198,0.018958354368805885
199,0.02604985609650612
200,0.02885626070201397
201,0.024339428171515465
202,0.022792842239141464
203,0.02332293801009655
204,0.017775332555174828
205,0.026173237711191177
206,0.02189568243920803
207,0.02383430302143097
208,0.022425225004553795
209,0.02107575349509716
210,0.027703074738383293
211,0.028218930587172508
212,0.029252750799059868
213,0.023350629955530167
214,0.015877913683652878
215,0.018674233928322792
216,0.021938810124993324
217,0.019644295796751976
218,0.021580491214990616
219,0.02789197862148285
220,0.02049100399017334
221,0.019618039950728416
222,0.02051701582968235
223,0.019815288484096527
224,0.028990402817726135
225,0.024087607860565186
226,0.021788690239191055
227,0.01794297806918621
228,0.020342981442809105
229,0.02328190580010414
230,0.02274591103196144
231,0.023841863498091698
232,0.018665842711925507
233,0.02196439914405346
234,0.022401640191674232
235,0.021780190989375114
236,0.01776459626853466
237,0.02325950190424919
238,0.019473958760499954
239,0.02358817122876644
240,0.020826319232583046
241,0.01957295835018158
242,0.025782717391848564
243,0.027062106877565384
244,0.019838737323880196
245,0.024023547768592834
246,0.01697201281785965
247,0.021991310641169548
248,0.020312068983912468
249,0.018934642896056175
250,0.026336435228586197
251,0.02539909817278385
252,0.024423697963356972
253,0.024429893121123314
254,0.021478820592164993
255,0.017632532864809036
256,0.018634498119354248
257,0.017079433426260948
258,0.018425067886710167
259,0.02125965617597103
260,0.020766718313097954
261,0.02503514289855957
262,0.023294387385249138
263,0.01612025871872902
264,0.02293221279978752
265,0.0185108482837677
266,0.019958779215812683
267,0.01906052976846695
268,0.018611131235957146
269,0.015588218346238136
270,0.01774030365049839
271,0.02139219082891941
272,0.015062527731060982
273,0.022223500534892082
274,0.02143254317343235
275,0.021656101569533348
276,0.019951974973082542
277,0.02413230575621128
278,0.014254407957196236
279,0.018018988892436028
280,0.020606203004717827
281,0.021966956555843353
282,0.02119372971355915
283,0.020363176241517067
284,0.01673506572842598
285,0.0253439974039793
286,0.022248152643442154
287,0.025121619924902916
288,0.020305801182985306
289,0.023627281188964844
290,0.016494153067469597
291,0.021448543295264244
292,0.012103223241865635
293,0.01529018860310316
294,0.016834598034620285
295,0.013981110416352749
296,0.01759965717792511
297,0.020127369090914726
298,0.019112592563033104
299,0.0193364005535841
300,0.018400026485323906
301,0.01875544898211956
302,0.013616526499390602
303,0.01665208302438259
304,0.019350841641426086
305,0.020014114677906036
306,0.018892230466008186
307,0.023717621341347694
308,0.022062845528125763
309,0.013271867297589779
310,0.024718111380934715
311,0.016121594235301018
312,0.021160617470741272
313,0.019757835194468498
314,0.01499546505510807
315,0.021734071895480156
316,0.018712088465690613
317,0.01324481051415205
318,0.01642138883471489
319,0.015361353754997253
320,0.018801357597112656
321,0.020674606785178185
322,0.015934837982058525
323,0.013227391056716442
324,0.018110277131199837
325,0.019789351150393486
326,0.01651831530034542
327,0.01833619736135006
328,0.015407383441925049
329,0.020370695739984512
330,0.01828288659453392
331,0.016956087201833725
332,0.026792604476213455
333,0.017910340800881386
334,0.018588019534945488
335,0.014672559686005116
336,0.02448439970612526
337,0.01283485908061266
338,0.02049466408789158
339,0.01753564551472664
340,0.014573152177035809
341,0.016873693093657494
342,0.017476199194788933
343,0.024281108751893044
344,0.01877804473042488
345,0.019873525947332382
346,0.022635797038674355
347,0.019479481503367424
348,0.014760139398276806
349,0.012177065014839172
350,0.020182562991976738
351,0.015849022194743156
352,0.01775730587542057
353,0.012055636383593082
354,0.022327935323119164
355,0.01471768505871296
356,0.01411179918795824
357,0.01682961918413639
358,0.020021650940179825
359,0.01745465211570263
360,0.020156586542725563
361,0.015598908066749573
362,0.02120159938931465
363,0.015707800164818764
364,0.01219388097524643
365,0.013584285974502563
366,0.018465718254446983
367,0.028168777003884315
368,0.013142134062945843
369,0.017314748838543892
370,0.01645798049867153
371,0.021540459245443344
372,0.01695508323609829
373,0.013615804724395275
374,0.015385224483907223
375,0.016771946102380753
376,0.011129273101687431
377,0.016744736582040787
378,0.015324011445045471
379,0.0264887697994709
380,0.014321771450340748
381,0.01820783130824566
382,0.018909616395831108
383,0.025494521483778954
384,0.014663434587419033
385,0.014694352634251118
386,0.016044344753026962
387,0.015412310138344765
388,0.01601806841790676
389,0.020664844661951065
390,0.01505297888070345
391,0.01781553588807583
392,0.009531599469482899
393,0.01828279159963131
394,0.01468921359628439
395,0.022325528785586357
396,0.016849739477038383
397,0.016143564134836197
398,0.02807885780930519
399,0.01478064339607954
400,0.01821470819413662
401,0.012767592445015907
402,0.018193349242210388
403,0.012557821348309517
404,0.012829996645450592
405,0.014858916401863098
406,0.017890283837914467
407,0.016257507726550102
408,0.017836345359683037
409,0.014168298803269863
410,0.013529375195503235
411,0.01670016162097454
412,0.01828647218644619
413,0.01442001760005951
414,0.013227938674390316
415,0.01545723993331194
416,0.011399400420486927
417,0.014855845831334591
418,0.0169166699051857
419,0.01497198361903429
420,0.014745316468179226
421,0.014498725533485413
422,0.012064843438565731
423,0.014627927914261818
424,0.01740170828998089
425,0.014032994396984577
426,0.020875075832009315
427,0.01813621073961258
428,0.01379366684705019
429,0.01847389154136181
430,0.01430666446685791
431,0.014623455703258514
432,0.01735384203493595
433,0.010457289405167103
434,0.016160229220986366
435,0.0182147528976202
436,0.024439683184027672
437,0.021136684343218803
438,0.014291896484792233
439,0.011802165769040585
440,0.013691547326743603
441,0.01985212042927742
442,0.0124747259542346
443,0.015796750783920288
444,0.01765001192688942
445,0.018433550372719765
446,0.026297271251678467
447,0.018689244985580444
448,0.009840458631515503
449,0.01830168254673481
450,0.014215031638741493
451,0.02073025517165661
452,0.016413401812314987
453,0.019208284094929695
454,0.011026451364159584
455,0.018595103174448013
456,0.0170808844268322
457,0.012765884399414062
458,0.011657832190394402
459,0.019029542803764343
460,0.018453586846590042
461,0.019578253850340843
462,0.015369901433587074
463,0.014153569005429745
464,0.014563796110451221
465,0.012448590248823166
466,0.024054592475295067
467,0.014606095850467682
468,0.011567313224077225
469,0.009238953702151775
470,0.018836621195077896
471,0.014454454183578491
472,0.013692607171833515
473,0.011065159924328327
474,0.013652469031512737
475,0.014763114042580128
476,0.01519148051738739
477,0.012109252624213696
478,0.013616964221000671
479,0.01937038265168667
480,0.01246394868940115
481,0.018475359305739403
482,0.013948559761047363
483,0.01715872623026371
484,0.01480958890169859
485,0.017087141051888466
486,0.017150117084383965
487,0.015559290535748005
488,0.016406428068876266
489,0.01492184866219759
490,0.016352461650967598
491,0.013087528757750988
492,0.015903189778327942
493,0.014550668187439442
494,0.013001340441405773
495,0.015174120664596558
496,0.018421918153762817
497,0.01592898927628994
498,0.01249370165169239
499,0.01716737635433674
500,0.017170941457152367
