lr,train_step,batch_size,seed,task_suite_name,task_id,success_rate,num_trials,use_lora,action_expert_only
2.5e-05,20,32,1,libero_90,0,0.38,50,False,True
2.5e-05,40,32,1,libero_90,0,0.66,50,False,True
2.5e-05,60,32,1,libero_90,0,0.34,50,False,True
2.5e-05,80,32,1,libero_90,0,0.06,50,False,True
2.5e-05,100,32,1,libero_90,0,0.06,50,False,True
