lr,train_step,batch_size,seed,task_suite_name,task_id,success_rate,num_trials,use_lora,action_expert_only
0.00025,0,32,1,libero_90,0,0.04,50,True,False
0.00025,100,32,1,libero_90,0,0.0,50,True,False
0.00025,200,32,1,libero_90,0,0.0,50,True,False
