lr,ttt_frequency,ttt_num_steps,batch_size,num_neighbors_fetch,merging_eps,seed,task_suite_name,task_id,success_rate,num_trials,use_lora,action_expert_only
0.00025,20,5,32,6,1.0,2,libero_90,0,0.04,50,True,False
0.00025,20,5,32,6,0.75,2,libero_90,0,0.06,50,True,False
0.00025,20,5,32,6,0.5,2,libero_90,0,0.04,50,True,False
0.00025,20,5,32,6,0.25,2,libero_90,0,0.0,50,True,False
